Segment,Country,Product,Discount_Band,Units_Sold,Manufacturing_Price,Sale_Price,Gross_Sales,Discounts,Sales,COGS,Profit,Date,Month_Number,Month_Name,Year,Profit_Margin_Pct,Gross_Margin_Pct,Discount_Pct,Unit_Profit,Unit_Cost,Markup_Pct,Contribution_Margin,Contribution_Margin_Pct,Quarter,Week,Day_of_Week,Is_Weekend,Fiscal_Year,Year_Month,Revenue_Category,Profit_Category,Discount_Tier,Sales_Per_Unit,COGS_Per_Unit,Discount_Per_Unit,Is_High_Margin,Is_Loss,Is_Heavy_Discount
Government,Canada,Montana,Medium,1611,5,7,11277.0,1014.93,10262.07,8055.0,2207.07,2013-01-12,12,December,2013,21.51,21.51,9.0,1.37,5.0,40.0,2207.0699999999997,21.51,1,2,Saturday,1,2014,2013-01,Medium,Low Profit,Medium Discount,6.37,5.0,0.63,0,0,0
Enterprise,United States Of America,Montana,Medium,2797,5,125,349625.0,31466.25,318158.75,335640.0,-17481.25,2014-01-12,12,December,2014,-5.49,-5.49,9.0,-6.25,120.0,2400.0,-17481.25,-5.49,1,2,Sunday,1,2015,2014-01,Enterprise,Loss,Medium Discount,113.75,120.0,11.25,0,1,0
Small Business,Germany,Montana,Medium,334,5,300,100200.0,9018.0,91182.0,83500.0,7682.0,2013-01-12,12,December,2013,8.42,8.42,9.0,23.0,250.0,5900.0,7682.0,8.42,1,2,Saturday,1,2014,2013-01,Large,Medium Profit,Medium Discount,273.0,250.0,27.0,0,0,0
Small Business,Mexico,Paseo,Medium,2565,10,300,769500.0,69255.0,700245.0,641250.0,58995.0,2014-01-01,1,January,2014,8.42,8.42,9.0,23.0,250.0,2900.0,58995.0,8.42,1,1,Wednesday,0,2014,2014-01,Enterprise,High Profit,Medium Discount,273.0,250.0,27.0,0,0,0
Government,Mexico,Paseo,Medium,2417,10,350,845950.0,76135.5,769814.5,628420.0,141394.5,2014-01-01,1,January,2014,18.37,18.37,9.0,58.5,260.0,3400.0,141394.5,18.37,1,1,Wednesday,0,2014,2014-01,Enterprise,High Profit,Medium Discount,318.5,260.0,31.5,0,0,0
Midmarket,United States Of America,Paseo,Medium,3675,10,15,55125.0,4961.25,50163.75,36750.0,13413.75,2014-01-04,4,April,2014,26.74,26.74,9.0,3.65,10.0,50.0,13413.75,26.74,1,1,Saturday,1,2015,2014-01,Large,Medium Profit,Medium Discount,13.65,10.0,1.35,0,0,0
Small Business,Canada,Paseo,Medium,1094,10,300,328200.0,29538.0,298662.0,273500.0,25162.0,2014-01-06,6,June,2014,8.42,8.42,9.0,23.0,250.0,2900.0,25162.0,8.42,1,2,Monday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,273.0,250.0,27.0,0,0,0
Midmarket,France,Paseo,Medium,1227,10,15,18405.0,1656.45,16748.55,12270.0,4478.549999999999,2014-01-10,10,October,2014,26.74,26.74,9.0,3.65,10.0,50.0,4478.549999999999,26.74,1,2,Friday,0,2015,2014-01,Medium,Low Profit,Medium Discount,13.65,10.0,1.35,0,0,0
Channel Partners,Mexico,Paseo,Medium,367,10,12,4404.0,396.36,4007.64,1101.0,2906.64,2013-01-10,10,October,2013,72.53,72.53,9.0,7.92,3.0,20.0,2906.64,72.53,1,2,Thursday,0,2014,2013-01,Small,Low Profit,Medium Discount,10.92,3.0,1.08,1,0,0
Small Business,France,Paseo,Medium,1324,10,300,397200.0,35748.0,361452.0,331000.0,30452.0,2014-01-11,11,November,2014,8.42,8.42,9.0,23.0,250.0,2900.0,30452.0,8.42,1,2,Saturday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,273.0,250.0,27.0,0,0,0
Channel Partners,Germany,Paseo,Medium,1775,10,12,21300.0,1917.0,19383.0,5325.0,14058.0,2013-01-11,11,November,2013,72.53,72.53,9.0,7.92,3.0,20.0,14058.0,72.53,1,2,Friday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,10.92,3.0,1.08,1,0,0
Enterprise,United States Of America,Paseo,Medium,2797,10,125,349625.0,31466.25,318158.75,335640.0,-17481.25,2014-01-12,12,December,2014,-5.49,-5.49,9.0,-6.25,120.0,1150.0,-17481.25,-5.49,1,2,Sunday,1,2015,2014-01,Enterprise,Loss,Medium Discount,113.75,120.0,11.25,0,1,0
Midmarket,Mexico,Velo,Medium,245,120,15,3675.0,330.75,3344.25,2450.0,894.25,2014-01-05,5,May,2014,26.74,26.74,9.0,3.65,10.0,-87.5,894.25,26.74,1,1,Sunday,1,2015,2014-01,Small,Low Profit,Medium Discount,13.65,10.0,1.35,0,0,0
Small Business,Canada,Velo,Medium,3793,120,300,1138050.0,102424.5,1035625.5,948375.0,87250.5,2014-01-07,7,July,2014,8.42,8.42,9.0,23.0,250.03,150.0,87250.5,8.42,1,2,Tuesday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,273.04,250.03,27.0,0,0,0
Government,Germany,Velo,Medium,1307,120,350,457450.0,41170.5,416279.5,339820.0,76459.5,2014-01-07,7,July,2014,18.37,18.37,9.0,58.5,260.0,191.67,76459.5,18.37,1,2,Tuesday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,318.5,260.0,31.5,0,0,0
Enterprise,Canada,Velo,Medium,567,120,125,70875.0,6378.75,64496.25,68040.0,-3543.75,2014-01-09,9,September,2014,-5.49,-5.49,9.0,-6.25,120.0,4.17,-3543.75,-5.49,1,2,Thursday,0,2015,2014-01,Large,Loss,Medium Discount,113.75,120.0,11.25,0,1,0
Enterprise,Mexico,Velo,Medium,2110,120,125,263750.0,23737.5,240012.5,253200.0,-13187.5,2014-01-09,9,September,2014,-5.49,-5.49,9.0,-6.25,120.0,4.17,-13187.5,-5.49,1,2,Thursday,0,2015,2014-01,Enterprise,Loss,Medium Discount,113.75,120.0,11.25,0,1,0
Government,Canada,Velo,Medium,1269,120,350,444150.0,39973.5,404176.5,329940.0,74236.5,2014-01-10,10,October,2014,18.37,18.37,9.0,58.5,260.0,191.67,74236.5,18.37,1,2,Friday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,318.5,260.0,31.5,0,0,0
Channel Partners,United States Of America,Vtt,Medium,1956,250,12,23472.0,2112.48,21359.52,5868.0,15491.52,2014-01-01,1,January,2014,72.53,72.53,9.0,7.92,3.0,-95.2,15491.52,72.53,1,1,Wednesday,0,2014,2014-01,Medium,Medium Profit,Medium Discount,10.92,3.0,1.08,1,0,0
Small Business,Germany,Vtt,Medium,2659,250,300,797700.0,71793.0,725907.0,664750.0,61157.0,2014-01-02,2,February,2014,8.42,8.42,9.0,23.0,250.0,20.0,61157.0,8.42,1,1,Thursday,0,2014,2014-01,Enterprise,High Profit,Medium Discount,273.0,250.0,27.0,0,0,0
Government,United States Of America,Vtt,Medium,1351,250,350,473025.0,42572.25,430452.75,351390.0,79062.75,2014-01-04,4,April,2014,18.37,18.37,9.0,58.52,260.1,40.0,79062.75,18.37,1,1,Saturday,1,2015,2014-01,Enterprise,High Profit,Medium Discount,318.62,260.1,31.51,0,0,0
Channel Partners,Germany,Vtt,Medium,880,250,12,10560.0,950.4,9609.6,2640.0,6969.6,2014-01-05,5,May,2014,72.53,72.53,9.0,7.92,3.0,-95.2,6969.6,72.53,1,1,Sunday,1,2015,2014-01,Small,Medium Profit,Medium Discount,10.92,3.0,1.08,1,0,0
Small Business,United States Of America,Vtt,Medium,1867,250,300,560100.0,50409.0,509691.0,466750.0,42941.0,2014-01-09,9,September,2014,8.42,8.42,9.0,23.0,250.0,20.0,42941.0,8.42,1,2,Thursday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,273.0,250.0,27.0,0,0,0
Channel Partners,France,Vtt,Medium,2234,250,12,26808.0,2412.72,24395.28,6702.0,17693.28,2013-01-09,9,September,2013,72.53,72.53,9.0,7.92,3.0,-95.2,17693.28,72.53,1,2,Wednesday,0,2014,2013-01,Medium,Medium Profit,Medium Discount,10.92,3.0,1.08,1,0,0
Midmarket,France,Vtt,Medium,1227,250,15,18405.0,1656.45,16748.55,12270.0,4478.549999999999,2014-01-10,10,October,2014,26.74,26.74,9.0,3.65,10.0,-94.0,4478.549999999999,26.74,1,2,Friday,0,2015,2014-01,Medium,Low Profit,Medium Discount,13.65,10.0,1.35,0,0,0
Enterprise,Mexico,Vtt,Medium,877,250,125,109625.0,9866.25,99758.75,105240.0,-5481.25,2014-01-11,11,November,2014,-5.49,-5.49,9.0,-6.25,120.0,-50.0,-5481.25,-5.49,1,2,Saturday,1,2015,2014-01,Large,Loss,Medium Discount,113.75,120.0,11.25,0,1,0
Government,United States Of America,Amarilla,Medium,2071,260,350,724850.0,65236.5,659613.5,538460.0,121153.5,2014-01-09,9,September,2014,18.37,18.37,9.0,58.5,260.0,34.62,121153.5,18.37,1,2,Thursday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,318.5,260.0,31.5,0,0,0
Government,Canada,Amarilla,Medium,1269,260,350,444150.0,39973.5,404176.5,329940.0,74236.5,2014-01-10,10,October,2014,18.37,18.37,9.0,58.5,260.0,34.62,74236.5,18.37,1,2,Friday,0,2015,2014-01,Enterprise,High Profit,Medium Discount,318.5,260.0,31.5,0,0,0
Midmarket,Germany,Amarilla,Medium,970,260,15,14550.0,1309.5,13240.5,9700.0,3540.5,2013-01-11,11,November,2013,26.74,26.74,9.0,3.65,10.0,-94.23,3540.5,26.74,1,2,Friday,0,2014,2013-01,Medium,Low Profit,Medium Discount,13.65,10.0,1.35,0,0,0
Government,Mexico,Amarilla,Medium,1694,260,20,33880.0,3049.2,30830.8,16940.0,13890.8,2014-01-11,11,November,2014,45.05,45.05,9.0,8.2,10.0,-92.31,13890.8,45.05,1,2,Saturday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,18.2,10.0,1.8,1,0,0
Government,Germany,Carretera,Medium,663,3,20,13260.0,1193.4,12066.6,6630.0,5436.6,2014-01-05,5,May,2014,45.05,45.05,9.0,8.2,10.0,566.67,5436.6,45.05,1,1,Sunday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,18.2,10.0,1.8,1,0,0
Government,Canada,Carretera,Medium,819,3,7,5733.0,515.97,5217.03,4095.0,1122.0299999999995,2014-01-07,7,July,2014,21.51,21.51,9.0,1.37,5.0,133.33,1122.0299999999997,21.51,1,2,Tuesday,0,2015,2014-01,Small,Low Profit,Medium Discount,6.37,5.0,0.63,0,0,0
Channel Partners,Germany,Carretera,Medium,1580,3,12,18960.0,1706.4,17253.6,4740.0,12513.6,2014-01-09,9,September,2014,72.53,72.53,9.0,7.92,3.0,300.0,12513.599999999999,72.53,1,2,Thursday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,10.92,3.0,1.08,1,0,0
Government,Mexico,Carretera,Medium,521,3,7,3647.0,328.23,3318.77,2605.0,713.77,2014-01-12,12,December,2014,21.51,21.51,9.0,1.37,5.0,133.33,713.77,21.51,1,2,Sunday,1,2015,2014-01,Small,Low Profit,Medium Discount,6.37,5.0,0.63,0,0,0
Government,United States Of America,Paseo,Medium,973,10,20,19460.0,1751.4,17708.6,9730.0,7978.5999999999985,2014-01-03,3,March,2014,45.05,45.05,9.0,8.2,10.0,100.0,7978.5999999999985,45.05,1,1,Friday,0,2014,2014-01,Medium,Medium Profit,Medium Discount,18.2,10.0,1.8,1,0,0
Government,Mexico,Paseo,Medium,1038,10,20,20760.0,1868.4,18891.6,10380.0,8511.599999999999,2014-01-06,6,June,2014,45.05,45.05,9.0,8.2,10.0,100.0,8511.599999999999,45.05,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.2,10.0,1.8,1,0,0
Government,Germany,Paseo,Medium,360,10,7,2520.0,226.8,2293.2,1800.0,493.1999999999998,2014-01-10,10,October,2014,21.51,21.51,9.0,1.37,5.0,-30.0,493.1999999999998,21.51,1,2,Friday,0,2015,2014-01,Small,Low Profit,Medium Discount,6.37,5.0,0.63,0,0,0
Channel Partners,France,Velo,Medium,1967,120,12,23604.0,2124.36,21479.64,5901.0,15578.64,2014-01-03,3,March,2014,72.53,72.53,9.0,7.92,3.0,-90.0,15578.64,72.53,1,1,Friday,0,2014,2014-01,Medium,Medium Profit,Medium Discount,10.92,3.0,1.08,1,0,0
Midmarket,Mexico,Velo,Medium,2628,120,15,39420.0,3547.8,35872.2,26280.0,9592.199999999995,2014-01-04,4,April,2014,26.74,26.74,9.0,3.65,10.0,-87.5,9592.199999999997,26.74,1,1,Saturday,1,2015,2014-01,Medium,Medium Profit,Medium Discount,13.65,10.0,1.35,0,0,0
Government,Germany,Vtt,Medium,360,250,7,2520.0,226.8,2293.2,1800.0,493.1999999999998,2014-01-10,10,October,2014,21.51,21.51,9.0,1.37,5.0,-97.2,493.1999999999998,21.51,1,2,Friday,0,2015,2014-01,Small,Low Profit,Medium Discount,6.37,5.0,0.63,0,0,0
Government,France,Vtt,Medium,2682,250,20,53640.0,4827.6,48812.4,26820.0,21992.4,2013-01-11,11,November,2013,45.05,45.05,9.0,8.2,10.0,-92.0,21992.4,45.05,1,2,Friday,0,2014,2013-01,Medium,High Profit,Medium Discount,18.2,10.0,1.8,1,0,0
Government,Mexico,Vtt,Medium,521,250,7,3647.0,328.23,3318.77,2605.0,713.77,2014-01-12,12,December,2014,21.51,21.51,9.0,1.37,5.0,-97.2,713.77,21.51,1,2,Sunday,1,2015,2014-01,Small,Low Profit,Medium Discount,6.37,5.0,0.63,0,0,0
Government,Mexico,Amarilla,Medium,1038,260,20,20760.0,1868.4,18891.6,10380.0,8511.599999999999,2014-01-06,6,June,2014,45.05,45.05,9.0,8.2,10.0,-92.31,8511.599999999999,45.05,1,2,Monday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,18.2,10.0,1.8,1,0,0
Midmarket,Canada,Amarilla,Medium,1630,260,15,24457.5,2201.18,22256.32,16305.0,5951.330000000002,2014-01-07,7,July,2014,26.74,26.74,9.0,3.65,10.0,-94.23,5951.32,26.74,1,2,Tuesday,0,2015,2014-01,Medium,Medium Profit,Medium Discount,13.65,10.0,1.35,0,0,0
Channel Partners,France,Amarilla,Medium,306,260,12,3672.0,330.48,3341.52,918.0,2423.52,2013-01-12,12,December,2013,72.53,72.53,9.0,7.92,3.0,-95.38,2423.52,72.53,1,2,Saturday,1,2014,2013-01,Small,Low Profit,Medium Discount,10.92,3.0,1.08,1,0,0
Channel Partners,United States Of America,Carretera,High,386,3,12,4632.0,463.2,4168.8,1158.0,3010.8,2013-01-10,10,October,2013,72.22,72.22,10.0,7.8,3.0,300.0,3010.8,72.22,1,2,Thursday,0,2014,2013-01,Small,Low Profit,High Discount,10.8,3.0,1.2,1,0,0
Government,United States Of America,Montana,High,2328,5,7,16296.0,1629.6,14666.4,11640.0,3026.4,2014-01-09,9,September,2014,20.63,20.63,10.0,1.3,5.0,40.0,3026.3999999999996,20.63,1,2,Thursday,0,2015,2014-01,Medium,Low Profit,High Discount,6.3,5.0,0.7,0,0,0
Channel Partners,United States Of America,Paseo,High,386,10,12,4632.0,463.2,4168.8,1158.0,3010.8,2013-01-10,10,October,2013,72.22,72.22,10.0,7.8,3.0,20.0,3010.8,72.22,1,2,Thursday,0,2014,2013-01,Small,Low Profit,High Discount,10.8,3.0,1.2,1,0,0
Enterprise,United States Of America,Carretera,High,3445,3,125,430687.5,43068.75,387618.75,413460.0,-25841.25,2014-01-04,4,April,2014,-6.67,-6.67,10.0,-7.5,120.02,4066.67,-25841.25,-6.67,1,1,Saturday,1,2015,2014-01,Enterprise,Loss,High Discount,112.52,120.02,12.5,0,1,0
Enterprise,France,Carretera,High,1482,3,125,185250.0,18525.0,166725.0,177840.0,-11115.0,2013-01-12,12,December,2013,-6.67,-6.67,10.0,-7.5,120.0,4066.67,-11115.0,-6.67,1,2,Saturday,1,2014,2013-01,Enterprise,Loss,High Discount,112.5,120.0,12.5,0,1,0
Government,United States Of America,Montana,High,2313,5,350,809550.0,80955.0,728595.0,601380.0,127215.0,2014-01-05,5,May,2014,17.46,17.46,10.0,55.0,260.0,6900.0,127215.0,17.46,1,1,Sunday,1,2015,2014-01,Enterprise,High Profit,High Discount,315.0,260.0,35.0,0,0,0
Enterprise,United States Of America,Montana,High,1804,5,125,225500.0,22550.0,202950.0,216480.0,-13530.0,2013-01-11,11,November,2013,-6.67,-6.67,10.0,-7.5,120.0,2400.0,-13530.0,-6.67,1,2,Friday,0,2014,2013-01,Enterprise,Loss,High Discount,112.5,120.0,12.5,0,1,0
Midmarket,France,Montana,High,2072,5,15,31080.0,3108.0,27972.0,20720.0,7252.0,2014-01-12,12,December,2014,25.93,25.93,10.0,3.5,10.0,200.0,7252.0,25.93,1,2,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,13.5,10.0,1.5,0,0,0
Government,France,Paseo,High,1954,10,20,39080.0,3908.0,35172.0,19540.0,15632.0,2014-01-03,3,March,2014,44.44,44.44,10.0,8.0,10.0,100.0,15632.0,44.44,1,1,Friday,0,2014,2014-01,Medium,Medium Profit,High Discount,18.0,10.0,2.0,1,0,0
Small Business,Mexico,Paseo,High,591,10,300,177300.0,17730.0,159570.0,147750.0,11820.0,2014-01-05,5,May,2014,7.41,7.41,10.0,20.0,250.0,2900.0,11820.0,7.41,1,1,Sunday,1,2015,2014-01,Enterprise,Medium Profit,High Discount,270.0,250.0,30.0,0,0,0
Midmarket,France,Paseo,High,2167,10,15,32505.0,3250.5,29254.5,21670.0,7584.5,2013-01-10,10,October,2013,25.93,25.93,10.0,3.5,10.0,50.0,7584.5,25.93,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,High Discount,13.5,10.0,1.5,0,0,0
Government,Germany,Paseo,High,241,10,20,4820.0,482.0,4338.0,2410.0,1928.0,2014-01-10,10,October,2014,44.44,44.44,10.0,8.0,10.0,100.0,1928.0,44.44,1,2,Friday,0,2015,2014-01,Small,Low Profit,High Discount,18.0,10.0,2.0,1,0,0
Midmarket,Germany,Velo,High,681,120,15,10215.0,1021.5,9193.5,6810.0,2383.5,2014-01-01,1,January,2014,25.93,25.93,10.0,3.5,10.0,-87.5,2383.5,25.93,1,1,Wednesday,0,2014,2014-01,Small,Low Profit,High Discount,13.5,10.0,1.5,0,0,0
Midmarket,Germany,Velo,High,510,120,15,7650.0,765.0,6885.0,5100.0,1785.0,2014-01-04,4,April,2014,25.93,25.93,10.0,3.5,10.0,-87.5,1785.0,25.93,1,1,Saturday,1,2015,2014-01,Small,Low Profit,High Discount,13.5,10.0,1.5,0,0,0
Midmarket,United States Of America,Velo,High,790,120,15,11850.0,1185.0,10665.0,7900.0,2765.0,2014-01-05,5,May,2014,25.93,25.93,10.0,3.5,10.0,-87.5,2765.0,25.93,1,1,Sunday,1,2015,2014-01,Medium,Low Profit,High Discount,13.5,10.0,1.5,0,0,0
Government,France,Velo,High,639,120,350,223650.0,22365.0,201285.0,166140.0,35145.0,2014-01-07,7,July,2014,17.46,17.46,10.0,55.0,260.0,191.67,35145.0,17.46,1,2,Tuesday,0,2015,2014-01,Enterprise,High Profit,High Discount,315.0,260.0,35.0,0,0,0
Enterprise,United States Of America,Velo,High,1596,120,125,199500.0,19950.0,179550.0,191520.0,-11970.0,2014-01-09,9,September,2014,-6.67,-6.67,10.0,-7.5,120.0,4.17,-11970.0,-6.67,1,2,Thursday,0,2015,2014-01,Enterprise,Loss,High Discount,112.5,120.0,12.5,0,1,0
Small Business,United States Of America,Velo,High,2294,120,300,688200.0,68820.0,619380.0,573500.0,45880.0,2013-01-10,10,October,2013,7.41,7.41,10.0,20.0,250.0,150.0,45880.0,7.41,1,2,Thursday,0,2014,2013-01,Enterprise,High Profit,High Discount,270.0,250.0,30.0,0,0,0
Government,Germany,Velo,High,241,120,20,4820.0,482.0,4338.0,2410.0,1928.0,2014-01-10,10,October,2014,44.44,44.44,10.0,8.0,10.0,-83.33,1928.0,44.44,1,2,Friday,0,2015,2014-01,Small,Low Profit,High Discount,18.0,10.0,2.0,1,0,0
Government,Germany,Velo,High,2665,120,7,18655.0,1865.5,16789.5,13325.0,3464.5,2014-01-11,11,November,2014,20.63,20.63,10.0,1.3,5.0,-94.17,3464.5,20.63,1,2,Saturday,1,2015,2014-01,Medium,Low Profit,High Discount,6.3,5.0,0.7,0,0,0
Enterprise,Canada,Velo,High,1916,120,125,239500.0,23950.0,215550.0,229920.0,-14370.0,2013-01-12,12,December,2013,-6.67,-6.67,10.0,-7.5,120.0,4.17,-14370.0,-6.67,1,2,Saturday,1,2014,2013-01,Enterprise,Loss,High Discount,112.5,120.0,12.5,0,1,0
Small Business,France,Velo,High,853,120,300,255900.0,25590.0,230310.0,213250.0,17060.0,2014-01-12,12,December,2014,7.41,7.41,10.0,20.0,250.0,150.0,17060.0,7.41,1,2,Sunday,1,2015,2014-01,Enterprise,Medium Profit,High Discount,270.0,250.0,30.0,0,0,0
Enterprise,Mexico,Vtt,High,341,250,125,42625.0,4262.5,38362.5,40920.0,-2557.5,2014-01-05,5,May,2014,-6.67,-6.67,10.0,-7.5,120.0,-50.0,-2557.5,-6.67,1,1,Sunday,1,2015,2014-01,Medium,Loss,High Discount,112.5,120.0,12.5,0,1,0
Midmarket,Mexico,Vtt,High,641,250,15,9615.0,961.5,8653.5,6410.0,2243.5,2014-01-07,7,July,2014,25.93,25.93,10.0,3.5,10.0,-94.0,2243.5,25.93,1,2,Tuesday,0,2015,2014-01,Small,Low Profit,High Discount,13.5,10.0,1.5,0,0,0
Government,United States Of America,Vtt,High,2807,250,350,982450.0,98245.0,884205.0,729820.0,154385.0,2014-01-08,8,August,2014,17.46,17.46,10.0,55.0,260.0,40.0,154385.0,17.46,1,2,Wednesday,0,2015,2014-01,Enterprise,High Profit,High Discount,315.0,260.0,35.0,0,0,0
Small Business,Mexico,Vtt,High,432,250,300,129600.0,12960.0,116640.0,108000.0,8640.0,2014-01-09,9,September,2014,7.41,7.41,10.0,20.0,250.0,20.0,8640.0,7.41,1,2,Thursday,0,2015,2014-01,Enterprise,Medium Profit,High Discount,270.0,250.0,30.0,0,0,0
Small Business,United States Of America,Vtt,High,2294,250,300,688200.0,68820.0,619380.0,573500.0,45880.0,2013-01-10,10,October,2013,7.41,7.41,10.0,20.0,250.0,20.0,45880.0,7.41,1,2,Thursday,0,2014,2013-01,Enterprise,High Profit,High Discount,270.0,250.0,30.0,0,0,0
Midmarket,France,Vtt,High,2167,250,15,32505.0,3250.5,29254.5,21670.0,7584.5,2013-01-10,10,October,2013,25.93,25.93,10.0,3.5,10.0,-94.0,7584.5,25.93,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,High Discount,13.5,10.0,1.5,0,0,0
Enterprise,Canada,Vtt,High,2529,250,125,316125.0,31612.5,284512.5,303480.0,-18967.5,2014-01-11,11,November,2014,-6.67,-6.67,10.0,-7.5,120.0,-50.0,-18967.5,-6.67,1,2,Saturday,1,2015,2014-01,Enterprise,Loss,High Discount,112.5,120.0,12.5,0,1,0
Government,Germany,Vtt,High,1870,250,350,654500.0,65450.0,589050.0,486200.0,102850.0,2013-01-12,12,December,2013,17.46,17.46,10.0,55.0,260.0,40.0,102850.0,17.46,1,2,Saturday,1,2014,2013-01,Enterprise,High Profit,High Discount,315.0,260.0,35.0,0,0,0
Enterprise,United States Of America,Amarilla,High,579,260,125,72375.0,7237.5,65137.5,69480.0,-4342.5,2014-01-01,1,January,2014,-6.67,-6.67,10.0,-7.5,120.0,-51.92,-4342.5,-6.67,1,1,Wednesday,0,2014,2014-01,Large,Loss,High Discount,112.5,120.0,12.5,0,1,0
Government,Canada,Amarilla,High,2240,260,350,784000.0,78400.0,705600.0,582400.0,123200.0,2014-01-02,2,February,2014,17.46,17.46,10.0,55.0,260.0,34.62,123200.0,17.46,1,1,Thursday,0,2014,2014-01,Enterprise,High Profit,High Discount,315.0,260.0,35.0,0,0,0
Small Business,United States Of America,Amarilla,High,2993,260,300,897900.0,89790.0,808110.0,748250.0,59860.0,2014-01-03,3,March,2014,7.41,7.41,10.0,20.0,250.0,15.38,59860.0,7.41,1,1,Friday,0,2014,2014-01,Enterprise,High Profit,High Discount,270.0,250.0,30.0,0,0,0
Channel Partners,Canada,Amarilla,High,3520,260,12,42246.0,4224.6,38021.4,10561.5,27459.9,2014-01-04,4,April,2014,72.22,72.22,10.0,7.8,3.0,-95.38,27459.9,72.22,1,1,Saturday,1,2015,2014-01,Medium,High Profit,High Discount,10.8,3.0,1.2,1,0,0
Government,Mexico,Amarilla,High,2039,260,20,40780.0,4078.0,36702.0,20390.0,16312.0,2014-01-05,5,May,2014,44.44,44.44,10.0,8.0,10.0,-92.31,16312.0,44.44,1,1,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,18.0,10.0,2.0,1,0,0
Channel Partners,Germany,Amarilla,High,2574,260,12,30888.0,3088.8,27799.2,7722.0,20077.2,2014-01-08,8,August,2014,72.22,72.22,10.0,7.8,3.0,-95.38,20077.2,72.22,1,2,Wednesday,0,2015,2014-01,Medium,High Profit,High Discount,10.8,3.0,1.2,1,0,0
Government,Canada,Amarilla,High,707,260,350,247450.0,24745.0,222705.0,183820.0,38885.0,2014-01-09,9,September,2014,17.46,17.46,10.0,55.0,260.0,34.62,38885.0,17.46,1,2,Thursday,0,2015,2014-01,Enterprise,High Profit,High Discount,315.0,260.0,35.0,0,0,0
Midmarket,France,Amarilla,High,2072,260,15,31080.0,3108.0,27972.0,20720.0,7252.0,2014-01-12,12,December,2014,25.93,25.93,10.0,3.5,10.0,-94.23,7252.0,25.93,1,2,Sunday,1,2015,2014-01,Medium,Medium Profit,High Discount,13.5,10.0,1.5,0,0,0
Small Business,France,Amarilla,High,853,260,300,255900.0,25590.0,230310.0,213250.0,17060.0,2014-01-12,12,December,2014,7.41,7.41,10.0,20.0,250.0,15.38,17060.0,7.41,1,2,Sunday,1,2015,2014-01,Enterprise,Medium Profit,High Discount,270.0,250.0,30.0,0,0,0
Channel Partners,France,Carretera,High,1198,3,12,14376.0,1581.36,12794.64,3594.0,9200.64,2013-01-10,10,October,2013,71.91,71.91,11.0,7.68,3.0,300.0,9200.64,71.91,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,High Discount,10.68,3.0,1.32,1,0,0
Government,France,Paseo,High,2532,10,7,17724.0,1949.64,15774.36,12660.0,3114.3600000000006,2014-01-04,4,April,2014,19.74,19.74,11.0,1.23,5.0,-30.0,3114.3600000000006,19.74,1,1,Saturday,1,2015,2014-01,Medium,Low Profit,High Discount,6.23,5.0,0.77,0,0,0
Channel Partners,France,Paseo,High,1198,10,12,14376.0,1581.36,12794.64,3594.0,9200.64,2013-01-10,10,October,2013,71.91,71.91,11.0,7.68,3.0,20.0,9200.64,71.91,1,2,Thursday,0,2014,2013-01,Medium,Medium Profit,High Discount,10.68,3.0,1.32,1,0,0
Midmarket,Canada,Velo,High,384,120,15,5760.0,633.6,5126.4,3840.0,1286.3999999999996,2014-01-01,1,January,2014,25.09,25.09,11.0,3.35,10.0,-87.5,1286.3999999999996,25.09,1,1,Wednesday,0,2014,2014-01,Small,Low Profit,High Discount,13.35,10.0,1.65,0,0,0
Channel Partners,Germany,Velo,High,472,120,12,5664.0,623.04,5040.96,1416.0,3624.96,2014-01-10,10,October,2014,71.91,71.91,11.0,7.68,3.0,-90.0,3624.96,71.91,1,2,Friday,0,2015,2014-01,Small,Low Profit,High Discount,10.68,3.0,1.32,1,0,0
Government,United States Of America,Vtt,High,1579,250,7,11053.0,1215.83,9837.17,7895.0,1942.17,2014-01-03,3,March,2014,19.74,19.74,11.0,1.23,5.0,-97.2,1942.17,19.74,1,1,Friday,0,2014,2014-01,Small,Low Profit,High Discount,6.23,5.0,0.77,0,0,0
